RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,1445968,1029690,481241.9,,,,,,,,,,,1445968,40910.19,5597.499,,,
100,1,1783,2317.464,2.834,,,,,,,,,,,1783,64.197,0.000,,,
100,2,949,1181.184,1.563,,,,,,,,,,,949,35.019,0.000,,,
100,3,1311,1761.634,4.351,,,,,,,,,,,1311,44.679,0.000,,,
100,4,1773,2377.587,2.716,,,,,,,,,,,1773,78.286,0.131,,,
90,0,1451859,1072256,2130077,2063,13690.34,4.653,12,105466.1,1390783,,3392,673.820,3.823,1451859,41983.82,39512.80,,,
90,1,1491,2080.548,4.815,,,,,,,,,,,1491,54.032,0.000,,,
90,2,924,1238.795,1.927,1,7.978,0.000,,,,,10,0.405,0.000,924,35.694,0.000,,,
90,3,1129,1417.560,2.813,,,,,,,,,,,1129,41.934,0.000,,,
90,4,2278,3108.658,19.410,,,,,,,,,,,2278,79.641,0.004,,,
80,0,1474943,1112812,478040.0,2448,16192.24,12.568,26,174573.5,3338946,,14968,1872.047,479.676,1474943,42354.46,5784.460,,,
80,1,1424,1926.207,2.186,,,,,,,,,,,1424,52.185,0.000,,,
80,2,1006,1602.914,5.058,2,14.502,2.464,,,,,14,5.597,1.765,1006,39.985,0.004,,,
80,3,627,863.406,2.918,,,,,,,,,,,627,24.057,0.000,,,
80,4,2211,3150.834,15.536,4,32.211,7.547,,,,,7,0.218,0.000,2211,75.121,0.001,,,
70,0,1790738,1477372,1849047,19436,138944.4,853.301,50,364852.6,9241723,,200776,8572.103,3174.683,1790738,52960.43,48500.21,,,
70,1,2904,4025.278,3.633,,,,,,,,,,,2904,99.885,0.000,,,
70,2,2273,5175.499,66.324,2,16.599,0.000,,,,,10,0.403,0.000,2273,138.338,1.388,,,
70,3,2492,3414.945,8.760,5,34.427,3.300,,,,,9,0.336,0.000,2492,87.416,0.001,,,
70,4,1944,2777.975,3.475,15,111.515,9.725,,,,,25,0.860,0.000,1944,76.259,0.001,,,
60,0,2416232,2735897,704169.5,135314,912110.2,282733.2,88,564039.3,6097063,,604874,41864.80,94123.97,2416232,73059.88,16059.41,,,
60,1,3575,4809.328,5.103,,,,,,,,,,,3575,130.554,0.001,,,
60,2,2328,4185.630,24.605,2,15.695,6.893,,,,,12,0.500,0.000,2328,109.420,0.158,,,
60,3,1902,2539.187,2.705,,,,,,,,,,,1902,69.327,0.000,,,
60,4,1267,1769.310,1.714,,,,,,,,,,,1267,49.581,0.000,,,
50,0,3227298,8599791,364327.6,929947,6017561,21270121,91,598047.0,11758560,,1343916,115780.7,1468822,3227298,102798.3,134283.3,,,
50,1,7469,11113.23,114.833,,,,,,,,,,,7469,258.400,0.003,,,
50,2,5475,9885.932,35.297,,,,,,,,,,,5475,252.828,0.440,,,
50,3,7357,9417.589,30.427,,,,,,,,,,,7357,255.747,0.005,,,
50,4,5135,6571.132,71.196,,,,,,,,,,,5135,208.996,3.821,,,
40,0,7473518,22176034,3986907,2257514,15272597,8792374,104,702794.7,4683686,,4541620,637524.7,5980828,7473518,247867.9,433229.8,,,
40,1,8686,11722.45,79.936,8,63.701,14.192,,,,,19,0.676,0.000,8686,342.964,1.764,,,
40,2,3247,6240.863,28.392,7,46.711,0.848,,,,,18,9.606,1.979,3247,179.779,0.933,,,
40,3,1549,2175.288,2.923,,,,,,,,,,,1549,57.625,0.000,,,
40,4,26890,31894.11,3370.467,,,,,,,,,,,26890,1415.501,113.773,,,
30,0,8951911,30703196,4208850,3093755,21380434,134985.9,79,492790.6,4075822,,7414362,1380113,14605546,8951911,301392.1,760701.7,,,
30,1,6830,9888.118,31.829,2,18.313,6.311,,,,,10,0.398,0.000,6830,275.946,0.873,,,
30,2,15400,30006.95,1418.012,,,,,,,,10,0.394,0.000,15400,733.429,20.033,,,
30,3,16935,22840.79,178.070,,,,,,,,,,,16935,621.339,1.416,,,
30,4,14496,19667.88,266.944,10,70.966,2.966,,,,,31,1.045,0.000,14496,623.057,5.552,,,
20,0,10052714,32458662,773371.2,3094980,21501406,373936884,77,589012.6,10981738,,9020940,1988291,6321944,10052714,336678.5,1023190,,,
20,1,2736,3723.166,3.866,,,,,,,,,,,2736,99.126,0.000,,,
20,2,2817,6527.746,17.391,11,89.665,17.422,,,,,32,9.226,0.940,2817,130.562,0.044,,,
20,3,19132,27859.49,922.927,,,,,,,,,,,19132,705.033,9.923,,,
20,4,21135,28774.74,232.138,,,,,,,,,,,21135,807.085,5.452,,,
10,0,11201979,34662181,4440996,3157211,22134810,939752.6,33,225787.8,2508464,,10375261,2557648,23403.69,11201979,368824.4,1896730,,,
10,1,435,449.597,1.887,,,,,,,,,,,435,18.401,0.000,,,
10,2,19829,40249.32,967.159,3,22.714,1.890,,,,,23,0.838,0.000,19829,963.214,14.935,,,
10,3,17199,23182.24,150.119,,,,,,,,,,,17199,681.856,4.563,,,
10,4,19328,25716.88,194.069,,,,,,,,,,,19328,732.095,2.557,,,
5,0,11756337,35924920,7105737,3228087,22490910,2523717,12,85471.69,2152876,,11016379,3008937,3150353,11756337,394296.9,1738615,,,
5,1,16949,21518.16,334.142,,,,,,,,,,,16949,698.991,6.367,,,
5,2,12672,24883.01,854.218,5,47.306,26.695,,,,,29,11.607,3.795,12672,691.377,11.698,,,
5,3,9014,11937.34,41.869,1,10.046,0.000,,,,,8,0.327,0.000,9014,344.398,0.569,,,
5,4,4710,6359.933,66.394,,,,,,,,,,,4710,190.483,1.403,,,
