RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.18,0.88,0:03.09,738,688453,174881,5544
90,2.31,1.62,0:04.13,32847,753722,385969,283012
80,2.31,1.62,0:04.13,32840,753729,441861,283802
70,2.30,1.63,0:04.13,32802,753771,489908,284503
60,2.39,3.24,0:05.76,159508,836670,564477,498104
50,2.38,3.76,0:06.26,227922,820805,565359,550155
40,2.32,3.96,0:06.35,344356,704371,565584,563015
30,2.43,3.32,0:05.87,245934,802792,565578,562999
20,2.43,3.21,0:05.74,246650,802077,565590,563148
10,2.53,3.31,0:05.96,286101,762626,565585,563020
5,2.39,3.68,0:06.12,363426,685302,565586,563025
