RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,689300,579470.9,258617.6,738,16357.46,50.078,,,,
100,1,869,1100.489,2.970,8,87.458,47.705,,,,
100,2,369,641.558,4.788,,,,,,,
100,3,787,986.210,2.007,,,,,,,
100,4,1115,1329.192,1.042,,,,,,,
90,0,786603,1408720,3956987,32847,454708.0,63455.03,5,176458.1,215815550,
90,1,2050,2856.738,2.634,1,11.247,0.000,,,,
90,2,588,938.321,1.844,,,,,,,
90,3,2119,2881.652,39.053,,,,,,,
90,4,1409,1822.336,2.743,,,,,,,
80,0,786549,1423693,2734792,32840,463345.9,125814.1,4,144677.9,458668046,
80,1,2563,3048.531,26.020,,,,,,,
80,2,635,916.518,2.171,,,,,,,
80,3,2564,3188.478,14.575,,,,,,,
80,4,2272,2959.282,11.603,,,,,,,
70,0,786570,1421970,4906508,32802,455807.1,24258.39,3,113824.9,195061628,
70,1,1321,1665.058,2.700,3,55.359,47.702,,,,
70,2,549,864.195,2.626,2,21.384,24.081,,,,
70,3,1244,1662.808,2.248,,,,,,,
70,4,414,495.744,1.676,,,,,,,
60,0,996226,2427397,682014.0,159508,1534433,275665.8,12,624257.1,1441981885,
60,1,2268,2767.794,7.154,,,,,,,
60,2,1154,1628.029,3.931,,,,,,,
60,3,3625,4658.978,110.681,,,,,,,
60,4,1931,2398.269,2.291,,,,,,,
50,0,1048718,2832113,6645954,227923,1950447,1394343,18,731793.8,295956898,
50,1,2762,3529.485,5.350,,,,,,,
50,2,699,1145.271,4.034,,,,,,,
50,3,3822,5059.195,21.015,,,,,,,
50,4,2647,3328.338,5.573,,,,,,,
40,0,1048652,3459520,1092752,344356,2674813,2731211,5,167060.0,202628331,
40,1,3686,4706.019,43.919,,,,,,,
40,2,1300,1502.656,0.683,,,,,,,
40,3,3365,3926.780,5.397,,,,,,,
40,4,2465,2700.395,4.349,,,,,,,
30,0,1048760,2960675,1244336,245934,2050697,1133595,4,133930.9,99657850,
30,1,1124,1394.429,2.453,5,42.467,12.563,,,,
30,2,372,702.759,4.088,,,,,,,
30,3,258,327.467,2.134,,,,,,,
30,4,2805,3586.170,4.090,,,,,,,
20,0,1048725,2842117,7813935,246650,1962373,501697.6,5,129134.3,41112795,
20,1,853,925.002,2.248,,,,,,,
20,2,454,727.891,1.808,,,,,,,
20,3,287,379.420,3.417,,,,,,,
20,4,2163,2822.289,23.525,,,,,,,
10,0,1048760,3143767,361052.7,286101,2228609,177724268,1,37810.99,0.000,
10,1,2652,3158.786,5.504,,,,,,,
10,2,341,734.622,5.466,2,40.690,27.232,,,,
10,3,2621,3330.252,5.181,,,,,,,
10,4,1298,1657.357,1.743,,,,,,,
5,0,1048776,3354232,9167601,363426,2596665,412632.3,,,,
5,1,2232,2637.777,14.143,,,,,,,
5,2,1088,1432.052,1.689,1,9.911,0.000,,,,
5,3,1783,2298.916,2.369,,,,,,,
5,4,1077,1264.820,3.040,,,,,,,
