RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.19,1.73,0:05.93,0,1445976,0,0
90,4.14,1.94,0:06.08,3225,1448631,114393,5143
80,4.27,2.00,0:06.28,3225,1448628,226201,6769
70,4.40,3.08,0:07.53,57854,1616109,493306,152975
60,4.56,5.42,0:10.16,176471,2121312,1002915,516201
50,4.88,7.95,0:13.21,271273,2677703,1459916,1227597
40,5.13,19.99,0:27.30,395923,6889733,4530347,4487016
30,5.38,23.59,0:31.90,284970,8466744,5044486,7143325
20,5.27,25.69,0:34.30,147886,9664256,5294549,8688512
10,5.32,28.27,0:37.46,25570,11166239,5323106,10352188
5,5.51,29.59,0:38.99,66162,11561083,5331234,10828165
