RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.62,0.97,0:03.60,1937,524574,22594,10009
90,2.75,5.35,0:16.52,15,1011856,3393558,3355514
80,2.85,5.70,0:16.77,15,1013843,3439756,3362296
70,2.88,6.10,0:16.62,19,1011827,4323999,3489072
60,2.99,7.45,0:18.78,19,1010662,4756841,3357881
50,2.64,8.66,0:19.61,19,1010557,5145285,3380924
40,2.85,8.84,0:19.69,15,1008653,5410311,3384782
30,2.84,9.12,0:20.42,15,1005729,5703828,3635058
20,2.67,49.99,0:53.55,19,606507,6095865,3298676
10,2.67,46.26,0:51.16,22,658308,6390173,3318366
5,2.91,5.59,0:12.13,15,980283,3320038,2093644
