RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.23,0.11,0:04.35,0,104863,0,0
90,4.43,0.40,0:04.84,14219,113208,110971,67800
80,4.56,1.17,0:05.74,51219,117178,313078,228039
70,4.73,1.46,0:06.22,68370,122769,324153,310607
60,4.41,1.66,0:06.08,74212,121955,332996,333435
50,4.77,1.83,0:06.62,86375,159655,425261,413722
40,5.84,2.94,0:08.94,96211,344248,1002868,1022951
30,6.98,9.33,0:17.75,212984,1068042,2884222,2989401
20,6.99,10.22,0:18.79,217224,1114306,2975298,3419583
10,7.47,21.74,0:33.07,473678,2148400,5324509,6592805
5,7.19,17.00,0:27.58,439687,2225997,3990412,5411096
