RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.70,0.10,0:03.80,0,104760,0,0
90,3.64,0.32,0:03.97,14217,112396,26991,16718
80,3.63,0.70,0:04.34,51643,116214,77844,57209
70,3.64,0.81,0:04.46,67473,117558,78696,75261
60,3.62,0.89,0:04.53,75327,118820,81961,82589
50,3.80,0.97,0:04.78,89008,157620,110108,105430
40,3.99,1.75,0:05.86,122447,431148,270762,256783
30,4.25,3.71,0:08.43,221852,1073254,656417,711972
20,4.29,3.92,0:08.71,229802,1114335,689080,761817
10,4.51,7.94,0:13.89,458861,2150345,1267769,1498944
5,4.59,7.95,0:13.96,454276,2211466,1283099,1631213
