RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,678535,152
90,690717,87
80,690566,78
70,701245,157
60,763986,21607
50,847674,11659
40,996542,12594
30,1181803,32623
20,1266588,2708
10,1425976,4854
5,1504328,6474
