RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.58,0.87,0:06.45,127,678067,854,612
90,5.61,0.90,0:06.51,32,689366,38667,11611
80,5.59,0.97,0:06.56,26,689375,81714,11398
70,5.60,1.09,0:06.70,101,698738,150834,24029
60,5.87,1.31,0:07.19,21549,741154,244836,82386
50,5.84,1.59,0:07.44,11605,833585,347607,164230
40,5.87,1.93,0:07.83,12547,972150,449499,303131
30,6.01,2.37,0:08.50,32565,1130616,560398,496741
20,6.19,2.19,0:08.55,2653,1224967,652819,584828
10,6.26,2.62,0:09.02,4799,1371146,713518,740387
5,7.06,2.75,0:09.92,6417,1446222,772940,810209
