RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,679260,119
90,690443,1556
80,697727,1994
70,715360,8912
60,779648,47981
50,890498,77801
40,1008772,124927
30,1183816,182157
20,1275712,199937
10,1401861,267306
5,1467146,240013
