RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,679046,492878.5,70240.39,112,743.226,1.507,,,,,1514,186.198,1.147,679046,19516.78,562.310
100,1,2540,3546.076,7.984,,,,,,,,,,,2540,101.119,0.264
100,2,2035,2890.930,3.026,4,28.791,2.138,,,,,22,15.800,4.822,2035,69.019,0.000
100,3,2460,3228.701,7.800,,,,,,,,,,,2460,82.281,0.000
100,4,2235,2884.918,19.669,,,,,,,,,,,2235,77.719,0.002
90,0,689396,520704.0,160760.7,1537,10172.54,16.171,,,,,12654,2056.016,87.969,689396,19923.66,950.499
90,1,944,1344.018,2.092,,,,,,,,,,,944,33.124,0.000
90,2,2444,3581.858,11.873,4,26.245,1.179,,,,,15,11.047,3.420,2444,85.373,0.002
90,3,2255,3013.403,16.365,,,,,,,,,,,2255,77.248,0.001
90,4,2241,2972.595,14.671,,,,,,,,,,,2241,75.629,0.001
80,0,696660,539589.6,116529.3,1963,13093.06,2.354,1,8719.170,0.000,,19926,2545.972,201.438,696660,20494.37,1287.503
80,1,1025,1314.944,2.662,,,,,,,,,,,1025,35.084,0.000
80,2,616,951.769,3.033,10,68.761,3.037,,,,,17,1.664,0.072,616,23.412,0.000
80,3,641,803.290,1.938,,,,,,,,,,,641,22.128,0.000
80,4,3204,4361.100,10.942,,,,,,,,,,,3204,108.491,0.001
70,0,714294,603099.3,190235.7,8899,59259.56,81.743,7,74907.96,4115593,,37557,3181.528,527.100,714294,21540.35,1462.372
70,1,1415,1947.545,5.904,1,14.001,0.000,,,,,7,0.253,0.000,1415,69.957,0.201
70,2,5467,7405.995,74.216,2,17.905,0.103,,,,,10,0.394,0.000,5467,318.696,2.231
70,3,2831,3740.921,3.281,,,,,,,,,,,2831,97.846,0.000
70,4,2554,3350.932,6.201,,,,,,,,,,,2554,87.068,0.000
60,0,778623,950675.2,2197780,47975,341069.5,4242.671,13,98769.75,8168843,,101838,5109.416,700.603,778623,23883.54,33956.74
60,1,2289,2833.100,9.979,,,,,,,,,,,2289,77.807,0.001
60,2,1945,2670.938,3.100,1,16.512,0.000,,,,,10,1.408,0.099,1945,78.686,0.007
60,3,1844,2476.634,2.765,3,24.921,4.863,,,,,24,0.836,0.000,1844,67.765,0.000
60,4,1211,1478.659,0.852,,,,,,,,,,,1211,42.105,0.000
50,0,888652,1275238,1466948,77791,557609.8,8881.839,17,134264.5,7080405,,212660,13380.36,6288.052,888652,27673.26,3518.636
50,1,2337,2987.336,12.596,,,,,,,,,,,2337,99.646,0.566
50,2,913,1918.552,24.340,2,20.208,17.369,,,,,10,0.361,0.000,913,42.017,0.022
50,3,1410,2119.529,5.861,,,,,,,,,,,1410,52.227,0.000
50,4,450,560.727,1.020,,,,,,,,,,,450,14.917,0.000
40,0,1005331,1740072,3883098,124910,899939.9,31409.29,22,167760.3,1850868,,330942,19826.66,100838.9,1005331,31802.71,7125.306
40,1,2084,2708.628,198.968,,,,,,,,,,,2084,73.250,0.019
40,2,1536,2831.960,8.801,4,27.833,0.902,,,,,20,12.235,6.568,1536,74.445,0.150
40,3,1464,1734.946,1.273,,,,,,,,,,,1464,53.075,0.000
40,4,7429,9144.327,128.079,,,,,,,,,,,7429,394.261,3.220
30,0,1173546,2316812,6357712,182147,1304642,70011.50,16,106294.7,3951077,,505967,44302.60,185907.8,1173546,37992.98,64344.63
30,1,2430,3182.494,7.607,,,,,,,,,,,2430,101.543,0.357
30,2,1750,3243.953,6.867,5,38.076,2.699,,,,,37,5.847,0.532,1750,68.283,0.006
30,3,1498,2070.228,2.573,2,18.126,7.311,,,,,10,5.671,2.803,1498,68.729,0.167
30,4,1497,1975.281,1.817,,,,,,,,,,,1497,52.242,0.000
20,0,1260474,2560768,4231060,199930,1429312,96381.17,17,98302.60,3510507,,597828,62607.72,311536.1,1260474,41120.53,7998.148
20,1,2741,3843.045,4.008,,,,,,,,,,,2741,113.780,0.196
20,2,3391,5593.647,15.642,2,22.222,30.560,,,,,10,0.406,0.000,3391,143.080,0.334
20,3,3488,4770.406,9.274,1,11.692,0.000,,,,,9,0.340,0.000,3488,156.111,0.524
20,4,3778,5124.140,23.062,,,,,,,,,,,3778,149.231,0.649
10,0,1376293,3177484,809565.1,267294,1888768,150903.1,9,52325.31,2583231,,723929,106221.0,642571.2,1376293,46391.22,55541.57
10,1,223,288.133,1.568,,,,,,,,,,,223,7.399,0.000
10,2,3742,7208.811,82.155,8,61.508,14.212,,,,,29,7.350,1.383,3742,147.604,0.099
10,3,4514,6452.764,16.911,,,,,,,,,,,4514,162.316,0.001
10,4,3144,4077.868,15.749,,,,,,,,,,,3144,111.102,0.001
5,0,1441540,3082083,589515.1,240001,1715576,788149.3,7,32934.13,2234754,,784029,107112.0,654703.2,1441540,49001.49,48848.05
5,1,3408,4818.349,10.398,,,,,,,,,,,3408,120.586,0.000
5,2,4278,6600.393,62.254,4,28.614,1.236,,,,,14,0.541,0.000,4278,176.815,0.974
5,3,3842,5071.458,15.850,,,,,,,,,,,3842,169.470,1.014
5,4,2383,3371.243,12.197,,,,,,,,,,,2383,86.219,0.001
