RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.88,1.21,0:08.09,79,678542,0,245
90,6.99,1.16,0:08.15,1783,687719,0,12501
80,7.08,1.21,0:08.30,1798,687708,0,12962
70,7.03,1.56,0:08.60,7649,704695,0,24504
60,7.22,2.02,0:09.25,42733,734145,0,60543
50,7.37,2.68,0:10.07,83900,819656,0,125969
40,7.43,3.23,0:10.67,122196,918775,0,286311
30,7.67,3.70,0:11.39,197119,967560,0,450846
20,7.72,4.23,0:11.97,241105,1018648,0,567374
10,7.93,4.93,0:12.90,311019,1063767,0,754829
5,8.77,5.17,0:13.98,336666,1110834,0,840609
