RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.85,0.15,0:04.00,0,104761,0,0
90,3.95,0.21,0:04.16,5766,139039,39821,25573
80,3.78,0.37,0:04.16,4848,174781,74198,56689
70,3.88,0.37,0:04.26,3920,175892,74447,70655
60,3.70,0.35,0:04.06,3461,176972,74594,78017
50,3.78,0.35,0:04.14,4269,196086,85202,79490
40,3.99,0.76,0:04.76,13169,470818,223433,169274
30,4.34,1.97,0:06.32,17114,1288979,667152,700903
20,4.39,2.15,0:06.54,31580,1310802,690114,741368
10,4.62,4.12,0:08.75,62148,2547301,1256206,1319696
5,4.66,4.17,0:08.85,36706,2628757,1282672,1615628
