RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,104759,88017.60,11363.94,,,,,,,6255.109,,,,104759,14543.92,684.626
100,1,299,411.332,8.564,,,,,,,,,,,299,11.112,0.000
100,2,1778,2431.019,2.670,,,,,,,,,,,1778,62.509,0.000
100,3,1670,2245.931,1.861,,,,,,,,,,,1670,59.326,0.000
100,4,1371,1865.055,2.079,,,,,,,,,,,1371,65.043,0.161
90,0,144848,175285.1,42756.23,5766,37761.47,20.516,1,7305.300,0.000,20940.38,37354,1186.566,7.674,144848,32762.72,30578.97
90,1,1419,2065.617,1.661,16,105.082,1.777,,,,,16,0.530,0.000,1419,50.304,0.000
90,2,1570,2047.604,2.313,,,,,,,,,,,1570,57.363,0.000
90,3,1699,2228.671,1.673,,,,,,,,,,,1699,59.702,0.000
90,4,923,1207.864,1.782,,,,,,,,,,,923,31.878,0.000
80,0,179632,225741.9,141446.9,4848,31620.89,19.788,3,22710.08,130460.6,45016.75,72174,2285.959,21.020,179632,60348.73,119704.2
80,1,1715,2339.696,1.584,,,,,,,,,,,1715,65.806,0.000
80,2,1345,1888.978,4.016,,,,,,,,,,,1345,49.016,0.000
80,3,1601,2200.111,1.849,,,,,,,,,,,1601,75.264,0.146
80,4,1204,1609.434,2.374,,,,,,,,,,,1204,43.212,0.000
70,0,179814,245525.2,1530300,3920,25602.17,21.080,5,35858.47,3821212,54834.11,72363,2316.809,144.099,179814,72104.48,1351423
70,1,1308,1686.710,2.201,,,,,,,,,,,1308,47.409,0.000
70,2,864,1107.303,2.938,,,,,,,,,,,864,37.788,0.000
70,3,3895,5004.260,121.694,,,,,,,,,,,3895,243.414,2.284
70,4,1926,2759.973,1.833,,,,,,,,,,,1926,71.500,0.000
60,0,180358,238228.5,204743.8,3461,22393.01,9.056,4,27452.76,360165.5,57727.83,72956,2356.575,199.924,180358,73119.16,188006.0
60,1,1202,1619.812,1.582,,,,,,,,,,,1202,58.857,0.186
60,2,1145,1548.087,2.049,,,,,,,,,,,1145,37.740,0.000
60,3,1166,1670.212,2.179,16,102.549,1.250,,,,,16,0.531,0.000,1166,42.431,0.000
60,4,387,372.252,1.661,,,,,,,,,,,387,17.457,0.000
50,0,200280,266728.8,630148.5,4269,27721.93,227.007,2,12472.38,95825.22,60454.23,82922,2605.552,26.773,200280,77946.69,562053.8
50,1,976,1304.224,0.629,,,,,,,,,,,976,33.714,0.000
50,2,971,1364.832,2.725,8,55.505,3.998,,,,,8,0.309,0.000,971,33.314,0.000
50,3,1878,2504.832,1.537,,,,,,,,,,,1878,67.105,0.000
50,4,1045,1459.777,2.470,,,,,,,,,,,1045,41.400,0.000
40,0,483985,610590.0,1711758,13169,89317.61,1082.438,4,20167.47,163916.2,133168.6,244397,12552.39,7265.687,483985,176143.8,1381707
40,1,1120,1580.827,4.282,,,,,,,,,,,1120,40.941,0.000
40,2,4333,6620.401,136.028,,,,,,,,,,,4333,233.855,3.002
40,3,1894,2815.701,2.109,8,55.651,2.118,,,,,8,0.297,0.000,1894,66.445,0.000
40,4,1926,2596.276,1.891,,,,,,,,,,,1926,67.380,0.000
30,0,1306130,1596081,1732376,17114,111348.8,2358.627,5,19878.28,109489.8,483316.1,678348,22363.81,6164.747,1306130,602153.1,41736469
30,1,2043,2587.386,1.930,,,,,,,,,,,2043,72.158,0.000
30,2,1616,3156.165,6.273,,,,,,,,,,,1616,85.457,0.086
30,3,1584,2099.443,1.689,,,,,,,,,,,1584,59.158,0.000
30,4,718,1181.684,5.346,16,105.277,2.386,,,,,16,0.536,0.000,718,26.560,0.000
20,0,1342544,1742147,3630599,31580,204423.3,7185.783,4,22031.94,135866.2,498399.6,702909,23456.84,164084.4,1342544,620175.1,325703.9
20,1,2138,3155.906,37.344,,,,,,,,,,,2138,109.664,4.056
20,2,2145,4082.802,152.004,,,,,,,,,,,2145,79.743,0.054
20,3,2222,3050.616,17.753,,,,,,,,,,,2222,78.587,0.001
20,4,1847,2591.836,3.224,,,,,,,,,,,1847,82.083,0.121
10,0,2609374,3341234,7447946,62148,395494.2,16071.87,5,26642.21,420084.4,955575.2,1473291,49324.70,14266.40,2609374,1195511,9428704
10,1,2698,3669.478,4.992,,,,,,,,,,,2698,111.236,0.198
10,2,2749,5156.116,17.416,,,,,,,,,,,2749,147.149,0.328
10,3,2888,3861.383,3.705,,,,,,,,,,,2888,136.511,0.331
10,4,1644,2220.825,2.050,,,,,,,,,,,1644,59.979,0.000
5,0,2665512,3454660,1630254,36706,229773.1,1917.572,6,23387.84,71724.62,1121702,1509224,50596.80,76249.35,2665512,1368848,4013645
5,1,210,357.691,3.742,16,100.440,1.480,,,,,16,0.518,0.000,210,7.905,0.000
5,2,4361,8660.631,75.073,,,,,,,,,,,4361,196.002,0.208
5,3,4227,5782.767,66.466,,,,,,,,,,,4227,184.627,3.140
5,4,3651,4806.726,64.430,,,,,,,,,,,3651,178.444,6.158
