RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.52,0.10,0:03.62,0,100591,0,0
90,3.55,0.34,0:03.90,3414,144964,51501,45029
80,3.53,0.42,0:03.96,2491,157106,66273,53499
70,3.60,0.40,0:04.01,1883,163952,70644,62618
60,3.57,0.42,0:04.00,908,167665,70757,69329
50,3.59,0.59,0:04.19,5073,208392,93582,78289
40,4.03,2.02,0:06.08,23039,1232843,619126,296156
30,4.02,2.11,0:06.18,222,1382251,709132,770634
20,4.13,1.99,0:06.17,31,1382453,709077,776098
10,4.03,2.93,0:06.99,38489,1433574,742327,817341
5,4.15,3.56,0:07.76,43977,1861133,821624,1188900
