RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.76,0.11,0:02.13,0,100521,0,0
90,3.98,0.26,0:02.35,737,140482,44030,41421
80,3.98,0.35,0:02.40,2343,152052,58270,53091
70,3.98,0.39,0:02.44,3531,162510,73371,64830
60,4.01,0.40,0:02.46,5077,171910,77173,74006
50,4.33,0.76,0:02.80,33047,214698,113243,108292
40,4.74,1.99,0:03.64,4545,1103436,547871,527415
30,4.78,2.50,0:03.97,4969,1349723,692414,743830
20,4.88,2.51,0:04.05,397,1380529,707347,773169
10,5.08,2.62,0:04.21,104,1382653,709338,776618
5,5.60,2.84,0:04.57,3202,1385667,713662,780991
