RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105386,0
90,145299,5550
80,178382,4798
70,181083,3623
60,181150,3383
50,182576,3566
40,730089,23807
30,1309713,16640
20,1338544,32086
10,2593711,53505
5,2668027,36534
