RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.83,0.20,0:06.03,0,105103,0,0
90,5.95,0.27,0:06.22,6172,125612,43100,24388
80,5.98,0.38,0:06.37,4590,127041,70276,54123
70,5.97,0.35,0:06.32,4440,112878,70412,68541
60,5.89,0.39,0:06.30,3390,108682,70503,73751
50,6.01,0.35,0:06.37,3509,121594,77211,74216
40,6.35,1.03,0:07.39,29285,396678,295761,183761
30,6.74,1.69,0:08.44,5211,650191,631412,672642
20,6.56,1.84,0:08.41,6622,657073,650374,700655
10,7.03,4.38,0:11.42,150363,1200644,1208635,1399679
5,7.51,3.06,0:10.58,3780,1201942,1209876,1527392
