RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.40,0.16,0:04.58,0,104849,0,0
90,4.44,0.47,0:04.93,6772,109180,160302,99394
80,4.56,0.71,0:05.31,3874,110437,363082,321135
70,4.61,0.99,0:05.65,6420,114070,456184,431888
60,4.58,1.21,0:05.85,4852,115584,456158,459313
50,4.70,1.68,0:06.47,21812,146996,566141,543759
40,5.01,3.05,0:08.19,55840,275148,1306443,1249265
30,5.66,5.17,0:16.05,4939,1204535,3902878,4174564
20,5.53,6.07,0:16.80,7287,1234870,4094038,4363593
10,5.74,14.45,0:33.13,41484,2198330,7662272,9154412
5,6.27,8.16,0:30.38,4032,2572666,6800925,8548800
