RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.68,0.34,0:03.79,0,252284,0,0
90,6.92,0.35,0:03.95,29,250917,13173,180
80,7.31,0.44,0:04.21,19,255898,26192,256
70,6.89,0.82,0:04.19,41750,233846,62493,42797
60,7.62,0.94,0:04.67,63806,276637,89632,70324
50,7.34,1.18,0:04.73,73179,275314,104033,92320
40,7.65,1.35,0:04.96,96411,241818,119175,113605
30,8.71,2.76,0:06.32,179228,807974,465307,497642
20,8.22,3.69,0:06.67,226473,938778,564047,632262
10,8.42,3.44,0:06.63,224258,954758,569330,637722
5,8.58,3.60,0:06.82,240708,944700,571216,639519
