RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,8,2056,2605.336,1.811,,,,,,,
100,9,1494,1913.412,1.821,,,,,,,
100,10,1251,1519.076,1.332,,,,,,,
100,11,288,390.269,2.288,,,,,,,
100,12,1135,1510.843,1.825,,,,,,,
100,13,1197,1216.603,2.911,,,,,,,
100,14,361,638.488,2.646,,,,,,,
100,15,2449,2618.252,11.223,,,,,,,
100,16,125,224.667,4.740,,,,,,,
100,17,76,129.286,0.999,,,,,,,
100,18,179,333.449,1.892,,,,,,,
100,19,212,409.466,7.895,,,,,,,
90,8,2183,2457.299,10.052,,,,,,,
90,9,1713,2088.792,1.635,,,,,,,
90,10,1997,2379.992,1.344,,,,,,,
90,11,1179,1465.591,2.089,,,,,,,
90,12,869,1171.424,3.152,,,,,,,
90,13,400,565.461,2.783,6,42.310,7.346,,,,
90,14,197,449.677,2.131,,,,,,,
90,15,3476,3252.367,10.577,,,,,,,
90,16,78,126.589,0.812,,,,,,,
90,17,108,212.738,0.951,,,,,,,
90,18,448,731.601,1.455,,,,,,,
90,19,104,157.894,1.640,,,,,,,
80,8,2417,2902.045,4.537,,,,,,,
80,9,1663,2081.990,1.606,,,,,,,
80,10,1887,2282.775,1.752,,,,,,,
80,11,1927,2279.707,1.253,,,,,,,
80,12,819,1033.519,2.645,,,,,,,
80,13,374,525.758,1.147,,,,,,,
80,14,156,426.138,3.972,,,,,,,
80,15,3300,3034.883,13.152,,,,,,,
80,16,139,203.218,11.109,1,35.039,0.000,,,,
80,17,98,130.832,0.914,,,,,,,
80,18,160,288.681,4.938,,,,,,,
80,19,94,117.665,0.829,,,,,,,
70,8,2317,2832.264,7.446,,,,,,,
70,9,2304,2761.767,6.882,,,,,,,
70,10,1712,2101.089,1.496,,,,,,,
70,11,1191,1493.530,2.895,,,,,,,
70,12,711,921.064,2.969,,,,,,,
70,13,306,420.360,2.136,,,,,,,
70,14,292,630.810,5.366,7,59.496,62.901,,,,
70,15,3220,3147.632,21.039,,,,,,,
70,16,80,112.716,0.684,,,,,,,
70,17,189,268.626,0.681,,,,,,,
70,18,199,359.883,1.605,,,,,,,
70,19,277,430.835,0.852,,,,,,,
60,8,2227,2672.164,8.015,,,,,,,
60,9,2273,2756.655,5.893,,,,,,,
60,10,2070,2487.604,1.822,,,,,,,
60,11,1554,1805.468,1.714,,,,,,,
60,12,734,922.933,1.364,,,,,,,
60,13,686,1014.781,2.629,,,,,,,
60,14,268,666.712,4.252,,,,,,,
60,15,3758,3798.939,40.414,,,,,,,
60,16,,,,,,,,,,
60,17,109,178.735,0.778,,,,,,,
60,18,163,259.022,1.347,,,,,,,
60,19,249,304.710,0.771,,,,,,,
50,8,2556,3085.241,4.906,,,,,,,
50,9,2630,3392.539,3.147,,,,,,,
50,10,2264,2812.587,10.891,7,51.786,10.067,,,,
50,11,1936,2747.719,2.056,15,104.895,16.061,,,,
50,12,958,1373.032,2.396,4,48.159,161.127,,,,
50,13,225,468.531,1.651,,,,,,,
50,14,382,721.986,1.772,,,,,,,
50,15,3780,3679.264,29.392,,,,,,,
50,16,82,107.557,0.662,,,,,,,
50,17,77,127.257,0.862,,,,,,,
50,18,371,601.723,0.943,,,,,,,
50,19,71,102.300,0.486,,,,,,,
40,8,3182,4028.179,6.479,,,,,,,
40,9,2573,3071.631,3.164,,,,,,,
40,10,1894,2515.267,1.811,,,,,,,
40,11,2271,3286.658,7.582,,,,,,,
40,12,1037,1353.198,1.982,,,,,,,
40,13,295,460.479,2.206,8,50.859,4.585,,,,
40,14,294,648.438,2.302,,,,,,,
40,15,4278,4391.769,56.576,,,,,,,
40,16,77,132.760,1.825,,,,,,,
40,17,202,306.236,0.632,,,,,,,
40,18,242,463.645,8.301,8,75.190,92.605,,,,
40,19,230,407.891,2.393,3,25.554,8.962,,,,
30,8,2471,2971.828,3.145,,,,,,,
30,9,2906,3578.707,1.853,,,,,,,
30,10,2807,3741.805,4.359,,,,,,,
30,11,4407,5604.813,10.043,,,,,,,
30,12,1985,2535.682,1.421,,,,,,,
30,13,370,468.379,1.539,,,,,,,
30,14,232,613.599,1.249,,,,,,,
30,15,5216,5145.697,59.663,,,,,,,
30,16,80,102.895,0.821,,,,,,,
30,17,185,285.032,1.197,,,,,,,
30,18,319,482.877,0.719,,,,,,,
30,19,160,150.971,1.758,,,,,,,
20,8,1366,1720.514,1.899,,,,,,,
20,9,3481,4400.388,4.686,,,,,,,
20,10,2778,3365.637,1.734,,,,,,,
20,11,5093,6620.598,218.837,,,,,,,
20,12,2362,2989.198,8.591,,,,,,,
20,13,681,849.530,0.823,,,,,,,
20,14,258,658.227,0.071,,,,,,,
20,15,1998,2017.134,3.144,,,,,,,
20,16,121,202.735,0.687,,,,,,,
20,17,86,149.296,0.976,,,,,,,
20,18,150,282.598,11.510,6,76.718,132.265,,,,
20,19,198,305.584,0.753,,,,,,,
10,8,1505,1863.940,0.998,,,,,,,
10,9,3791,4727.869,13.250,,,,,,,
10,10,3781,4749.628,15.864,,,,,,,
10,11,4795,5970.753,24.172,3,21.759,1.696,,,,
10,12,1695,2179.298,1.132,,,,,,,
10,13,367,540.128,4.061,,,,,,,
10,14,246,651.501,1.412,,,,,,,
10,15,3738,3882.845,48.423,,,,,,,
10,16,,,,,,,,,,
10,17,,,,,,,,,,
10,18,291,489.620,2.623,,,,,,,
10,19,166,228.095,0.722,,,,,,,
5,8,3310,4034.753,4.446,,,,,,,
5,9,4193,5099.401,38.619,,,,,,,
5,10,3957,4659.537,6.121,,,,,,,
5,11,2855,3473.509,1.567,,,,,,,
5,12,973,1354.994,1.601,,,,,,,
5,13,421,570.023,1.010,,,,,,,
5,14,267,698.907,0.762,,,,,,,
5,15,5902,5863.325,245.337,,,,,,,
5,16,116,170.459,0.702,,,,,,,
5,17,110,171.257,0.609,,,,,,,
5,18,186,225.992,0.623,,,,,,,
5,19,65,100.491,0.672,,,,,,,
