RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.73,0.11,0:02.10,0,100521,0,0
90,3.97,0.59,0:02.48,35779,106401,48821,40232
80,4.00,0.73,0:02.57,49224,103290,68993,53749
70,3.96,0.87,0:02.65,60421,107616,74781,65771
60,4.00,0.84,0:02.65,64253,105031,72954,70841
50,4.29,1.14,0:02.95,90293,156637,112534,107361
40,5.17,3.57,0:04.88,176251,893144,544052,487036
30,4.78,5.23,0:05.74,246709,1063515,671262,743286
20,4.68,5.40,0:05.84,266094,1114622,708224,796657
10,4.76,5.42,0:06.00,263743,1119030,709684,797069
5,4.90,5.72,0:06.20,258784,1135075,718806,801684
