RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.15,2.98,0:05.14,218007,568558,283396,234889
90,2.20,1.29,0:03.78,14,786551,342284,263099
80,2.38,1.22,0:03.89,8,786557,401896,282745
70,2.40,1.24,0:03.94,8,786564,456059,283533
60,2.47,1.83,0:04.80,2226,996084,564602,504313
50,2.60,1.82,0:04.95,207,1048521,565433,553214
40,2.64,1.81,0:04.93,92,1048632,565516,558119
30,2.62,1.84,0:04.91,19,1048709,565596,562806
20,2.66,1.86,0:04.92,19,1048711,565599,562908
10,2.71,1.84,0:04.91,17,1048711,565596,563007
5,2.72,1.82,0:04.90,20,1048708,565587,563054
