RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.83,0.20,0:02.38,0,101063,0,0
90,7.97,0.76,0:02.58,41115,123171,65392,41951
80,7.30,0.79,0:02.43,49174,128602,73034,50155
70,8.13,0.74,0:02.66,57385,113071,68850,58352
60,8.07,0.78,0:02.64,63456,153331,90570,65516
50,8.23,0.94,0:02.72,70698,209674,123427,78124
40,9.23,3.64,0:03.68,178802,808362,465906,473841
30,9.60,3.45,0:03.78,206125,868175,519519,572929
20,9.02,3.71,0:03.76,228262,871404,533988,596656
10,9.65,4.09,0:04.06,254241,860677,538171,605935
5,12.98,8.45,0:06.68,737076,1134528,570569,781453
