RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.30,0.64,0:02.95,494,614730,-32134191,3299
90,2.01,4.73,0:06.75,206817,841972,-32230536,546858
80,2.09,5.54,0:07.65,293389,755403,-32795868,563003
70,2.15,3.72,0:05.91,130640,918155,-33361478,563018
60,2.15,4.10,0:06.28,168546,880251,-33927085,562998
50,2.20,4.06,0:06.29,155738,893067,-34492693,563031
40,2.18,3.56,0:05.78,138438,910368,-35058310,563021
30,2.25,3.54,0:05.82,146225,902583,-35623920,563027
20,2.30,3.72,0:06.07,171133,877676,-36189537,563038
10,2.27,3.56,0:05.85,173142,875671,-36755154,563038
5,2.36,3.13,0:05.52,142827,905986,-37320772,563036
