RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
20,14672838,162251
20,14719844,146384
20,14829522,149337
20,14775113,149053
20,14744148,145985
20,14746609,147893
20,14673518,147171
20,14612434,142344
20,14634450,169611
