RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.65,0.13,0:03.79,0,100590,0,0
90,3.72,0.22,0:03.97,854,113586,44438,42574
80,3.72,0.30,0:04.06,4091,120307,59930,55108
70,3.70,0.40,0:04.14,4842,121208,74441,66645
60,3.75,0.37,0:04.16,7355,125369,78955,76338
50,3.69,0.78,0:04.51,32294,160292,112028,107563
40,4.14,1.63,0:05.86,17625,567260,532587,563333
30,4.15,2.05,0:06.34,5445,737367,708705,762416
20,4.27,1.82,0:06.26,30,746066,709355,776522
10,4.35,1.84,0:06.33,4926,748233,714591,781780
5,4.29,3.29,0:07.71,75800,805649,822768,1224697
