RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.25,0.15,0:04.42,0,100590,0,0
90,4.59,0.95,0:05.55,39136,103417,261595,208648
80,4.57,1.08,0:05.66,50357,103127,344567,271399
70,5.17,1.32,0:06.51,72191,122813,448091,401508
60,5.80,1.62,0:07.44,71565,113577,478117,432690
50,5.63,1.47,0:07.13,80841,175699,484119,576062
40,6.98,7.95,0:16.73,161475,935915,2869870,2890009
30,7.15,11.47,0:21.26,221721,1155278,3606184,4007083
20,7.11,11.73,0:21.52,230158,1152590,3627622,4066480
10,7.16,11.97,0:21.94,226645,1187042,3615105,4288212
5,7.13,13.62,0:24.23,300731,1589872,3093815,5238625
