RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.50,1.15,0:03.66,1842,644666,123405,2742
90,2.51,1.79,0:04.31,7,527555,386351,266599
80,2.49,1.83,0:04.32,7,528088,450554,267034
70,2.47,1.87,0:04.35,12,528606,490146,267303
60,2.44,2.30,0:04.74,751,529133,534105,479265
50,2.58,2.23,0:04.81,207,529826,534580,528419
40,2.49,2.16,0:04.66,18,529658,534611,531529
30,2.46,2.24,0:04.71,18,529658,534609,531531
20,2.55,2.25,0:04.80,18,529659,534604,531525
10,2.52,2.09,0:04.62,18,529659,534609,531530
5,2.58,1.97,0:04.55,18,529659,534591,531514
