RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.33,0.13,0:04.48,0,104853,0,0
90,4.35,0.52,0:04.88,13795,113358,137731,82443
80,4.42,1.25,0:05.69,51461,116730,389010,273973
70,4.46,1.63,0:06.11,69578,120156,396052,378955
60,4.65,1.71,0:06.38,74578,122091,414360,413243
50,4.65,2.22,0:06.89,88360,159876,528777,507350
40,4.99,4.43,0:09.81,122150,476571,1282929,1323737
30,5.19,10.79,0:18.00,216860,1069633,3160537,3435804
20,5.43,11.50,0:19.11,228533,1102406,3326665,3751022
10,5.60,25.23,0:36.18,483131,2146897,6228834,7650965
5,5.53,23.97,0:35.29,461387,2204356,5934015,7728542
