RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.21,1.67,0:03.88,53499,733066,283884,60727
90,2.22,1.68,0:04.01,7,786559,386425,282460
80,2.35,1.55,0:04.01,7,786558,435942,283113
70,2.35,1.58,0:04.03,12,786562,487423,283873
60,2.37,2.47,0:05.18,36,995492,564521,499786
50,2.51,2.52,0:05.42,75,1048657,565399,551323
40,2.56,2.02,0:05.00,17,1048709,565590,562655
30,2.53,2.06,0:05.01,17,1048709,565587,562713
20,2.60,1.85,0:04.87,17,1048710,565588,562803
10,2.75,1.63,0:04.82,17,1048710,565592,562912
5,2.62,1.72,0:04.77,17,1048710,565590,562959
