RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
30,0,386026,929976.2,5015641,78,582.502,4.693,8,70411.87,40060561,636012.9,8062,556.362,9.417,386026,673775.1,4890735,,,
30,1,277655,788318.5,10649423,650,4845.465,7.399,2,24965.49,3093275,585861.7,4586,229.232,0.252,277655,613608.6,10547092,,,
30,2,1762,4326.681,10.617,,,,,,,,,,,1762,90.225,0.039,,,
30,3,1360,1863.788,2.026,,,,,,,,,,,1360,49.126,0.000,,,
30,4,2188,2893.391,10.627,,,,,,,,,,,2188,80.150,0.001,,,
