RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.84,0.22,0:03.77,0,101094,0,0
90,6.90,0.73,0:04.08,40970,111094,0,41788
80,7.35,0.77,0:04.35,48862,118547,0,49888
70,6.97,0.86,0:04.23,57329,115951,0,58697
60,7.24,0.97,0:04.42,63535,124651,0,66374
50,7.31,1.13,0:04.54,80520,210859,0,94197
40,8.46,2.94,0:06.10,205683,794089,0,481834
30,8.03,3.44,0:06.20,231080,853708,0,576053
20,8.35,3.33,0:06.30,238161,866692,0,600288
10,8.08,3.36,0:06.18,240590,863540,0,604962
5,9.25,3.77,0:07.03,260674,856685,0,602499
