RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.53,0.09,0:03.64,0,100590,0,0
90,3.55,0.26,0:03.85,957,140798,44495,42356
80,3.55,0.32,0:03.91,4091,153297,60190,55245
70,3.58,0.33,0:03.94,4221,162888,74083,66185
60,3.58,0.38,0:03.99,6047,170904,77095,75103
50,3.56,0.73,0:04.32,32274,213742,112330,107614
40,3.91,1.82,0:05.84,17562,1095341,550404,581964
30,3.85,2.28,0:06.32,2743,1379567,708889,763384
20,4.03,2.04,0:06.26,31,1382708,709358,776514
10,4.09,2.09,0:06.33,3571,1388997,714037,780335
5,4.14,3.65,0:07.94,82963,1810346,821572,1237981
