RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.93,0.12,0:01.60,0,100476,0,0
90,4.15,0.38,0:01.78,294,151645,56076,42880
80,4.11,0.44,0:01.80,1507,160187,68500,50929
70,4.14,0.46,0:01.82,664,166128,70675,62276
60,4.17,0.41,0:01.82,128,168766,70792,68570
50,4.29,0.50,0:01.89,1194,196105,85087,73843
40,6.18,2.93,0:03.39,55983,1028831,534711,326575
30,7.14,4.02,0:04.12,1769,1369568,701034,751603
20,7.16,4.05,0:04.14,827,1381568,709148,775258
10,7.19,4.16,0:04.18,295,1383159,709748,777779
5,7.38,4.58,0:04.39,4179,1403101,718637,782113
