RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,99112,82284.83,14485.11,,,,,,,6234.922,,,,99112,14191.80,899.505
100,1,950,1358.903,119.198,,,,,,,496.972,,,,950,564.917,115.163
100,2,851,2272.210,673.242,,,,,,,1457.063,,,,851,1522.250,672.372
100,3,1,1.455,0.000,,,,,,,,,,,1,0.116,0.000
100,4,1556,2234.573,1.842,,,,,,,,,,,1556,71.000,0.137
90,0,116137,131604.1,567684.9,263,2104.625,12.272,2,16498.50,1755831,30424.53,17032,619.545,7.163,116137,40173.75,550292.0
90,1,19123,49118.09,210865.0,1,12.566,0.000,,,,23627.92,18269,781.580,63.176,19123,25462.38,201483.9
90,2,16990,75765.17,231733.2,30,346.570,26.783,,,,35964.15,16142,1025.387,19.031,16990,38714.57,222439.7
90,3,1082,1311.333,2.234,,,,,,,,,,,1082,44.037,0.000
90,4,749,1140.506,3.491,9,60.066,2.412,,,,,9,0.380,0.000,749,27.333,0.000
80,0,118319,136483.0,354036.6,242,1747.088,5.945,4,30516.97,237462.3,31798.36,19163,639.096,3.343,118319,42005.89,341521.4
80,1,22995,54985.36,236105.2,7,54.945,1.696,,,,26561.25,22051,750.626,16.982,22995,28698.60,232040.7
80,2,20776,88712.49,107460.9,1258,8642.331,38.239,,,,37657.79,19982,1221.490,10.537,20776,40830.68,102117.5
80,3,853,1088.319,1.159,,,,,,,,,,,853,31.962,0.000
80,4,757,951.145,1.138,,,,,,,,,,,757,28.033,0.000
70,0,119557,142061.1,4967407,246,1764.559,3.981,7,45228.73,3553773,33533.08,20528,689.763,18.823,119557,44157.46,4818678
70,1,25264,61047.72,41844.72,370,2740.786,6.690,1,9208.509,0.000,27671.66,23949,784.012,1.988,25264,29980.16,40902.92
