RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.76,0.10,0:02.11,0,100521,0,0
90,4.02,0.82,0:02.63,34427,114008,56299,45545
80,3.96,1.09,0:02.77,48622,113951,71643,53743
70,3.99,1.26,0:02.90,57402,121509,77499,64638
60,3.99,1.30,0:02.91,62631,108733,72529,69224
50,4.10,1.54,0:03.09,70582,158221,101966,81415
40,5.19,4.10,0:05.01,142914,1030343,592996,341799
30,5.19,6.39,0:06.42,236315,1059974,663401,735258
20,4.57,6.70,0:06.38,252110,1128622,708021,795559
10,4.90,6.76,0:06.70,271602,1111067,709680,796161
5,5.43,6.73,0:06.97,267417,1137942,724321,801917
