RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,100589,65166.63,791.332,,,,,,,
100,1,1481,1857.675,2.409,,,,,,,
100,2,403,593.888,1.571,,,,,,,
100,3,1153,1371.470,1.871,,,,,,,
100,4,700,812.836,2.599,,,,,,,
90,0,152100,507056.2,480932.9,42852,414141.3,36168.61,1,28877.57,0.000,
90,1,2083,2495.792,126.700,,,,,,,
90,2,314,484.877,0.629,,,,,,,
90,3,1301,1670.011,2.234,,,,,,,
90,4,1140,1441.073,4.350,,,,,,,
80,0,165087,535144.7,363220.8,50352,436947.0,68801.57,3,100124.6,175461228,
80,1,1151,1435.257,2.239,,,,,,,
80,2,453,672.563,0.526,,,,,,,
80,3,3717,4391.704,117.235,,,,,,,
80,4,1859,2450.581,2.219,,,,,,,
70,0,183791,588013.0,221596.0,59368,480282.1,29842.33,5,154579.2,24169490,
70,1,1900,2165.019,4.282,,,,,,,
70,2,678,1073.952,2.326,,,,,,,
70,3,3244,3798.061,37.246,,,,,,,
70,4,1543,1954.175,1.897,6,51.224,7.197,,,,
60,0,172191,591902.0,394775.3,64243,485484.0,14620.95,7,139713.9,89628428,
60,1,1808,2312.562,2.624,,,,,,,
60,2,681,983.897,1.361,,,,,,,
60,3,1190,1508.244,3.599,,,,,,,
60,4,922,1146.135,1.928,,,,,,,
50,0,239026,732548.7,793005.2,73202,586514.3,45014.38,6,120882.1,36922743,
50,1,1389,1725.559,1.735,,,,,,,
50,2,576,922.560,2.961,,,,,,,
50,3,1692,1975.035,4.004,,,,,,,
50,4,3510,4257.677,26.173,,,,,,,
40,0,1287152,2832222,16194520,156858,1711970,549093.7,6,138175.2,79604778,
40,1,86,96.736,0.547,,,,,,,
40,2,1538,2125.277,2.513,,,,,,,
40,3,4748,6599.478,47.067,,,,,,,
40,4,3210,3910.855,10.937,,,,,,,
30,0,1382518,3966015,1957747,245616,2403988,624715.6,5,103075.3,21397804,
30,1,2935,3574.488,772.064,,,,,,,
30,2,675,1114.830,2.344,,,,,,,
30,3,4840,6198.812,15.947,,,,,,,
30,4,1821,2228.175,2.219,,,,,,,
20,0,1382679,3968094,3065883,244203,2403423,742827.3,6,90578.17,2126417,
20,1,2503,2887.396,2.826,2,19.198,18.398,,,,
20,2,845,1223.232,0.845,,,,,,,
20,3,5312,6554.484,16.224,,,,,,,
20,4,1082,1209.488,0.339,,,,,,,
10,0,1511481,4290722,5936191,257873,2568680,852127.2,5,97625.82,1147473,
10,1,4509,4685.025,32.165,,,,,,,
10,2,939,1611.068,2.847,,,,,,,
10,3,6890,8354.397,1111.409,,,,,,,
10,4,2478,3105.456,6.172,,,,,,,
5,0,1894463,5394061,3456126,321047,3104490,18935228,7,99712.76,1861959,
5,1,2083,2583.616,224.018,4,38.994,3.640,,,,
5,2,579,1228.361,4.415,10,102.357,14.533,,,,
5,3,4758,5917.069,147.381,,,,,,,
5,4,7216,8070.874,601.768,,,,,,,
