RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.82,1.13,0:08.98,92,678124,5101,3477
90,8.00,1.50,0:09.57,2063,687334,214593,79314
80,7.74,1.94,0:09.75,2012,687407,439483,82652
70,7.84,2.93,0:10.83,5410,694549,833367,156468
60,7.93,3.98,0:12.00,19334,691954,1253675,250476
50,8.12,7.04,0:15.48,66000,771879,2024692,1048308
40,8.22,8.83,0:17.58,90507,889496,2633228,1921617
30,8.41,11.15,0:20.57,155934,1006877,3396284,3051024
20,9.17,11.94,0:22.91,173925,1056395,4102309,3866153
10,9.52,13.70,0:25.51,184486,1187596,4663587,4806413
5,10.17,13.00,0:25.01,204499,1363123,4533542,4436843
