RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.67,0.16,0:03.84,0,104760,0,0
90,3.76,0.31,0:04.08,8381,132957,37133,22994
80,3.70,0.42,0:04.13,7544,167509,74178,55017
70,3.70,0.46,0:04.17,4645,175673,74429,69941
60,3.65,0.49,0:04.14,3342,177081,74604,77843
50,3.75,0.50,0:04.26,5566,197388,86603,80850
40,3.94,1.15,0:05.10,25334,411281,196381,175457
30,4.40,2.18,0:06.59,17485,1288067,667235,709655
20,4.38,2.40,0:06.78,33409,1305720,688616,742353
10,4.57,4.21,0:08.79,39658,2624715,1277133,1323369
5,4.58,4.32,0:08.91,36693,2628261,1282394,1612889
