RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.80,0.09,0:02.14,0,100521,0,0
90,3.99,0.39,0:02.42,249,147429,50819,44878
80,4.07,0.39,0:02.49,798,158781,64355,53067
70,4.06,0.37,0:02.51,224,165472,70694,62639
60,4.01,0.42,0:02.49,281,168121,70794,68822
50,4.13,0.61,0:02.65,5440,211287,95282,78753
40,4.73,2.08,0:03.67,7900,1185328,587336,259062
30,4.61,3.31,0:04.29,897,1356803,693776,750483
20,4.88,2.66,0:04.13,527,1380149,706972,770456
10,5.13,2.78,0:04.32,2483,1384543,711629,778808
5,5.72,2.90,0:04.67,4489,1387755,712421,781276
