RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.77,0.11,0:02.13,0,100521,0,0
90,3.98,0.26,0:02.35,1121,140822,44795,41808
80,4.00,0.34,0:02.42,2958,153004,59030,53650
70,4.04,0.33,0:02.44,3288,162426,73146,64619
60,4.07,0.38,0:02.49,5349,172121,77568,74270
50,4.40,0.71,0:02.81,32388,215147,113138,107603
40,4.83,1.76,0:03.60,2443,1080959,535528,511248
30,4.97,2.30,0:03.97,4933,1351301,693403,744032
20,4.88,2.52,0:04.04,343,1380577,707343,773527
10,5.02,2.53,0:04.13,99,1382659,709343,776563
5,5.47,3.02,0:04.59,3492,1386544,714194,781166
