RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.00,0.09,0:01.61,0,100476,0,0
90,4.08,0.33,0:01.78,1291,140338,44484,41809
80,4.16,0.32,0:01.81,2139,151041,57309,51993
70,4.25,0.35,0:01.86,2611,162277,73261,63852
60,4.22,0.41,0:01.89,4042,168633,74962,72252
50,4.74,0.70,0:02.15,26902,209353,107044,101504
40,5.27,2.10,0:02.83,7512,1022521,509016,496635
30,5.31,3.18,0:03.26,8719,1341725,688207,734769
20,5.22,3.13,0:03.25,324,1375384,705918,767489
10,5.68,3.22,0:03.45,124,1382587,709350,775098
5,6.03,3.59,0:03.96,4594,1390406,718129,783687
