RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.19,9.67,0:11.86,456909,591874,564400,491793
90,2.09,2.19,0:05.11,39,950486,565220,539197
80,2.28,2.09,0:05.14,14,967996,565617,562359
70,2.26,2.14,0:05.10,14,965943,565621,562461
60,2.39,2.06,0:05.09,15,964055,565619,562498
50,2.39,2.06,0:05.07,15,962285,565624,562687
40,2.49,2.01,0:05.04,14,961772,565621,562764
30,2.48,2.02,0:05.00,14,958897,565623,562861
20,2.41,2.16,0:05.01,14,958204,565624,562952
10,2.60,1.98,0:04.99,14,957663,565622,563037
5,2.56,2.03,0:04.97,14,956643,565628,563088
