RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,99508,63545.97,3609.158,,,,,,,,,,
100,1,1186,898.500,0.455,,,,,,,,,,
100,2,486,676.583,1.574,,,,,,,,,,
100,3,592,783.571,0.781,,,,,,,,,,
100,4,2182,2505.831,76.361,,,,,,,,,,
90,0,121920,279056.3,100713.2,17372,198609.8,15784.18,1,28696.10,0.000,,22393,871.525,13.881
90,1,27073,283635.6,17096.76,23875,263791.5,10626.80,,,,,25782,1011.995,17.120
90,2,224,387.070,1.016,1,11.512,0.000,,,,,7,0.309,0.000
90,3,,,,,,,,,,,,,
90,4,1407,1986.294,1.985,,,,,,,,,,
80,0,127694,298014.6,212762.8,21169,213777.1,18169.18,3,90943.06,10112492,,28039,1308.785,1068.766
80,1,31973,287913.4,1740722,26413,264966.0,22671.89,,,,,30815,2320.729,2093.338
80,2,184,352.141,2.715,,,,,,,,,,
80,3,1277,1676.747,2.474,,,,,,,,,,
80,4,749,1045.791,2.753,,,,,,,,,,
70,0,130135,321605.3,77703.81,26137,233074.4,90881.79,5,149588.5,3479525,,30780,1242.725,28.432
70,1,53584,319822.1,52059.77,32989,285350.5,21096.56,,,,,43324,2073.996,19461.88
70,2,554,735.203,2.152,,,,,,,,,,
70,3,1425,1815.496,1.439,,,,,,,,,,
70,4,1413,1727.032,2.083,6,63.953,52.762,,,,,25,0.918,0.000
60,0,130439,347979.5,200205.5,29083,256854.5,5897.254,5,127346.3,40092581,,30879,1168.083,7.857
60,1,38957,309744.5,31615.84,32798,279445.9,13239.24,,,,,37452,2846.747,225.820
60,2,332,462.647,1.179,,,,,,,,,,
60,3,2701,2907.328,14.313,,,,,,,,,,
60,4,1582,2221.152,2.372,2,16.502,4.452,,,,,6,0.195,0.000
50,0,161515,397545.5,141837.3,31909,287677.6,119131.0,6,118469.9,17794526,,47109,3978.305,220.900
50,1,100964,406669.3,181299.3,38639,336781.2,14681.97,,,,,71444,11032.09,2210.980
50,2,422,659.998,1.756,,,,,,,,,,
50,3,1447,1991.627,1.549,,,,,,,,,,
50,4,733,930.521,2.143,,,,,,,,,,
40,0,630262,1437833,13109879,64930,932906.6,144940.9,5,112479.2,81216626,,320919,126046.0,67641.73
40,1,528666,1324413,11194728,68830,892580.9,2467668,1,22637.67,0.000,,317642,123863.4,89004.61
40,2,739,1052.145,2.238,,,,,,,,,,
40,3,2032,2914.242,2.561,,,,,,,,,,
40,4,519,628.244,1.314,,,,,,,,,,
30,0,746265,2356614,786605.1,115999,1531076,267672.1,5,99958.56,47132680,,436933,336105.7,390268.4
30,1,597367,2580101,53161.28,129661,1749151,955409.0,,,,,416999,444420.5,937780.6
30,2,1932,2475.841,1.517,,,,,,,,,,
30,3,4239,5942.109,56.994,,,,,,,,,,
30,4,1986,2486.343,2.743,,,,,,,,,,
20,0,751625,2767815,7664576,138650,1809591,385971.2,7,105211.4,997957.3,,456305,449122.0,754296.6
20,1,629867,2497021,774602.5,116516,1612648,276157.2,,,,,430965,458456.2,606920.3
20,2,1259,1643.626,1.775,,,,,,,,,,
20,3,4738,6673.688,43.323,4,35.314,9.736,,,,,10,5.518,2.462
20,4,2025,2470.672,2.081,,,,,,,,,,
10,0,753052,2833462,12641643,141723,1819679,750947.7,5,97445.84,1603470,,459596,495226.5,1470754
10,1,629745,2599825,687449.1,122668,1671934,570211.3,,,,,431590,499200.6,2021778
10,2,555,910.911,1.522,,,,,,,,,,
10,3,5339,5640.823,71.257,,,,,,,,,,
10,4,3151,4023.772,11.296,,,,,,,,,,
5,0,766179,2964069,3863222,151785,1856029,4640085,7,92635.12,2314749,,472106,578380.3,5139075
5,1,642461,2755890,4855184,128251,1713207,439235.7,,,,,448318,590716.3,2205839
5,2,910,1412.151,2.740,1,11.351,0.000,,,,,3,0.094,0.000
5,3,3109,4367.120,22.583,,,,,,,,,,
5,4,1739,2219.670,2.071,,,,,,,,,,
