RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100772,0
90,149057,41257
80,159742,47588
70,183907,59143
60,169808,61892
50,265188,70557
40,1211440,133775
30,1495398,245668
20,1545121,255175
10,1548998,264396
5,1588074,280048
