RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.86,1.21,0:09.11,148,678145,5255,3346
90,7.97,1.56,0:09.62,32,689363,220581,79264
80,7.95,1.88,0:09.93,26,689375,458780,82657
70,7.95,2.73,0:10.74,110,691061,844079,138699
60,7.95,3.10,0:11.41,85,705668,1226749,167584
50,7.95,4.23,0:12.78,13531,749849,1738306,769108
40,8.23,3.68,0:13.22,12458,815699,1728818,1124906
30,8.29,4.01,0:13.82,19785,838871,2326398,1940024
20,8.58,3.70,0:14.28,1939,919346,3105076,2738129
10,8.73,4.86,0:17.18,3811,1151244,3878350,3646658
5,9.47,8.62,0:22.25,33213,1278780,4979023,4578146
