RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,619635,844289.0,201920.1,1440,9359.177,4.472,,,,37652.17
100,1,7280,10385.29,80.907,16,101.149,2.145,,,,
100,2,6918,10142.45,196.699,31,201.456,11.777,,,,
100,3,7327,11018.20,51.512,,,,,,,
100,4,5159,7405.163,84.620,,,,,,,
90,0,786743,1200790,3765810,38,258.193,29.882,9,195544.5,36107840,316394.3
90,1,6077,9172.892,33.285,16,120.541,45.227,,,,
90,2,8121,12563.48,88.814,30,173.843,1.607,,,,
90,3,6842,10146.08,24.105,3,49.551,292.010,,,,
90,4,6489,9585.520,26.278,,,,,,,
80,0,786627,1196386,11097992,39,290.153,37.188,12,274074.2,152539950,306159.6
80,1,7171,10621.53,23.062,,,,,,,
80,2,6467,9859.759,24.102,,,,,,,
80,3,6919,9874.396,184.164,,,,,,,
80,4,6585,10163.71,237.333,,,,,,,
70,0,786627,1221269,11702880,44,334.381,40.435,12,247585.8,86234773,314259.5
70,1,6318,9348.502,76.649,16,147.310,85.252,,,,
70,2,7340,11111.72,59.061,29,186.992,5.946,,,,
70,3,7554,10745.00,103.425,,,,,,,
70,4,8452,12757.89,63.402,,,,,,,
60,0,995122,1527341,975981.8,72,466.866,8.322,11,369284.9,899113090,477178.7
60,1,8827,12565.44,296.752,16,156.871,78.781,,,,
60,2,8568,12062.84,443.087,28,169.753,1.113,,,,
60,3,9283,13150.26,713.711,,,,,,,
60,4,9687,13698.21,55.596,,,,,,,
50,0,1048966,1631886,5266296,81,645.024,39.560,11,316282.7,407776823,526868.4
50,1,9371,14512.72,122.200,16,126.845,50.736,,,,
50,2,9076,13531.03,225.545,,,,,,,
50,3,9238,13425.70,50.826,,,,,,,
50,4,9822,14099.12,107.183,,,,,,,
40,0,1048782,1661156,3440335,52,344.805,16.456,9,209687.6,33043485,530023.0
40,1,6692,10252.49,63.179,16,118.205,44.117,,,,
40,2,8303,12396.53,788.954,,,,,,,
40,3,8810,12667.14,508.047,,,,,,,
40,4,8834,13346.93,279.897,,,,,,,
30,0,1048936,1685003,2324894,85,559.290,21.860,6,101509.5,26833765,537217.3
30,1,7225,10776.04,160.889,2,39.501,377.932,,,,
30,2,8277,11701.67,42.281,,,,,,,
30,3,7609,10934.60,68.501,,,,,,,
30,4,8326,12504.60,287.386,,,,,,,
20,0,1048855,1692750,259587547,52,404.894,31.285,3,30741.01,27143930,524922.5
20,1,8143,12726.51,73.487,,,,,,,
20,2,9690,13907.73,54.996,,,,,,,
20,3,7077,10562.69,37.688,,,,,,,
20,4,8900,13338.87,83.735,,,,,,,
10,0,1048782,1713833,3212753,52,380.898,35.017,3,26868.31,265633.4,530337.2
10,1,5704,8548.024,31.213,,,,,,,
10,2,7679,11389.14,45.251,,,,,,,
10,3,6498,9440.421,32.544,,,,,,,
10,4,7035,10527.09,53.661,,,,,,,
5,0,1048860,1709625,2101197,82,541.534,16.651,,,,519747.4
5,1,5643,9106.096,50.111,,,,,,,
5,2,5913,9041.248,173.289,,,,,,,
5,3,5793,8562.655,27.558,,,,,,,
5,4,5934,8902.843,96.226,,,,,,,
