RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,786644,1708700,2274567,53701,1152220,159626.8,,,,48720.08,262164,8439.758,697.801
100,1,927,1096.203,2.966,,,,,,,,,,
100,2,417,694.870,3.206,,,,,,,,,,
100,3,761,1025.381,3.393,,,,,,,,,,
100,4,694,942.887,3.526,,,,,,,,,,
90,0,786491,966206.6,4399286,7,165.346,119.854,22,600439.0,133041353,212822.9,322456,179555.1,235390.2
90,1,1827,2183.750,1.748,,,,,,,,,,
90,2,466,674.669,1.150,,,,,,,,,,
90,3,1831,2247.503,1.485,,,,,,,,,,
90,4,742,892.446,1.318,,,,,,,,,,
80,0,786715,972422.5,3707547,7,129.712,51.538,24,562133.8,115387354,215509.2,320846,172615.3,3009802
80,1,2290,3077.193,14.202,,,,,,,,,,
80,2,529,729.422,1.381,,,,,,,,,,
80,3,1920,2614.679,1.856,,,,,,,,,,
80,4,1547,1889.276,1.855,,,,,,,,,,
70,0,786570,980212.4,4596737,12,384.915,37.186,26,519499.3,77323236,219372.1,317702,165748.2,64526.86
70,1,1176,1363.124,2.017,,,,,,,,,,
70,2,416,695.068,2.033,,,,,,,,,,
70,3,844,923.482,1.415,,,,,,,,,,
70,4,582,710.679,1.538,,,,,,,,,,
60,0,995939,1618504,1267496,158,2793.710,67.304,16,830388.3,1889550040,340280.1,612081,512765.2,963544.8
60,1,1427,1748.501,1.435,,,,,,,,,,
60,2,201,457.919,1.645,,,,,,,,,,
60,3,2786,3676.235,2.796,,,,,,,,,,
60,4,397,490.894,2.062,,,,,,,,,,
50,0,1048654,1777944,1199232,291,5379.824,84.886,24,987954.5,621376236,376357.6,686115,608383.3,465465.4
50,1,2690,3449.082,3.991,,,,,,,,,,
50,2,760,1674.348,12.476,33,477.970,6.806,,,,,33,1.126,0.000
50,3,3058,4156.887,199.114,,,,,,,,,,
50,4,2667,3365.906,6.659,,,,,,,,,,
40,0,1048987,1843232,2367181,17,356.524,95.701,21,479789.9,71392762,384509.3,699050,644577.7,951710.3
40,1,825,1029.963,1.560,,,,,,,,,,
40,2,453,704.069,0.395,,,,,,,,,,
40,3,4605,5524.400,46.210,,,,,,,,,,
40,4,2467,3426.029,10.443,9,138.397,3.582,,,,,9,0.341,0.000
30,0,1048764,1842625,2289062,17,275.115,41.287,16,297031.1,124094169,380575.1,691838,629607.9,447520.1
30,1,1897,2444.302,2.671,,,,,,,,,,
30,2,458,808.493,6.239,,,,,,,,,,
30,3,3075,4095.417,24.565,,,,,,,,,,
30,4,1734,2250.263,3.212,9,138.348,4.926,,,,,9,0.321,0.000
20,0,1048784,1861940,3485470,17,335.571,90.777,11,255275.6,26429011,380786.3,698485,659887.8,689540.1
20,1,995,1337.114,3.508,,,,,,,,,,
20,2,370,615.195,2.640,,,,,,,,,,
20,3,4370,5952.455,197.038,29,406.406,0.801,,,,,29,0.893,0.000
20,4,2814,3594.020,3.738,,,,,,,,,,
10,0,1048919,1866794,4019721,17,396.630,134.019,5,106986.0,10977082,380850.8,697388,662016.3,15333805
10,1,892,1217.876,2.506,,,,,,,,,,
10,2,188,480.970,6.533,,,,,,,,,,
10,3,4309,5260.316,109.283,,,,,,,,,,
10,4,2525,3735.207,62.197,,,,,,,,,,
5,0,1048722,1883365,20467671,16,295.874,71.239,3,49502.29,43106102,378574.9,703143,664153.1,552695.8
5,1,349,387.274,1.182,,,,,,,,,,
5,2,178,421.277,4.246,,,,,,,,,,
5,3,2697,3828.440,5.399,,,,,,,,,,
5,4,2564,2822.127,2.236,,,,,,,,,,
