RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.06,5.40,0:07.47,436538,612243,564028,470224
90,2.18,2.05,0:04.96,24,1048761,565052,529206
80,2.22,2.08,0:05.02,14,1048778,565621,562245
70,2.30,2.04,0:05.02,14,1048781,565617,562354
60,2.33,2.03,0:04.96,16,1048783,565617,562399
50,2.32,2.07,0:04.96,16,1048786,565623,562620
40,2.49,1.93,0:04.94,14,1048790,565623,562708
30,2.47,1.97,0:04.91,15,1048793,565625,562824
20,2.55,1.94,0:04.92,15,1048796,565626,562934
10,2.60,1.92,0:04.91,14,1048800,565623,563029
5,2.60,1.94,0:04.90,13,1048802,565623,563084
