RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.67,0.09,0:03.78,0,100590,0,0
90,3.67,0.57,0:04.25,38128,104183,51715,41292
80,3.69,0.70,0:04.40,50072,102900,68896,54254
70,3.70,0.97,0:04.68,71722,125017,89813,82328
60,3.69,0.83,0:04.52,65781,103657,72802,70851
50,3.75,1.15,0:04.92,90121,156034,112256,106768
40,3.97,3.44,0:08.06,162363,981343,597476,523482
30,4.02,4.63,0:09.48,252576,1130160,709301,774434
20,3.90,4.76,0:09.54,263618,1120479,710110,779585
10,4.13,4.79,0:09.79,263355,1181894,731762,817843
5,4.40,5.85,0:11.42,321955,1572597,816556,1239503
