RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,612876,428679.2,48281986,661,20612.74,55.709,,,,,90114,8487.388,737.997
100,1,566,692.553,1.622,,,,,,,,,,
100,2,103,236.482,2.529,,,,,,,,,,
100,3,1371,1763.681,1.927,,,,,,,,,,
100,4,1470,1830.568,1.900,,,,,,,,,,
90,0,1048787,6194135,2659316,330551,5524536,1281582,3,118287.3,158728300,,531367,39444.75,26659.60
90,1,2296,2844.515,13.728,,,,,,,,,,
90,2,709,1259.444,2.579,,,,,,,,,,
90,3,3631,4449.963,95.654,4,70.198,7.464,,,,,13,0.553,0.001
90,4,1236,1513.548,1.439,,,,,,,,,,
80,0,1048793,5627396,1126832,292892,4921832,1941696,3,146461.5,656895163,,532410,43632.97,190414.4
80,1,1089,1474.909,3.678,4,74.036,56.105,,,,,17,0.666,0.000
80,2,438,880.438,1.503,,,,,,,,,,
80,3,7457,8222.806,111.987,,,,,,,,,,
80,4,5099,5953.518,160.111,,,,,,,,,,
70,0,1048922,3707143,2331925,154596,2978267,579382.8,5,152230.7,347691117,,533375,43148.18,38760.03
70,1,2096,2660.894,147.574,1,18.343,0.000,,,,,11,15.277,19.917
70,2,681,1062.033,2.672,,,,,,,,,,
70,3,2132,3017.123,50.251,2,37.843,32.618,,,,,7,0.317,0.000
70,4,1402,1882.970,2.942,,,,,,,,,,
60,0,1048726,3434810,206246370,137902,2694334,401914.5,5,185559.0,185512519,,532156,44212.60,199145.4
60,1,1889,2330.201,1.867,,,,,,,,,,
60,2,1288,1700.343,2.616,,,,,,,,,,
60,3,3263,4340.417,10.208,,,,,,,,,,
60,4,1410,1681.311,1.741,,,,,,,,,,
50,0,1048990,3426887,3833471,148684,2684792,1870063,13,557218.5,389701222,,538187,64140.08,331594.3
50,1,3169,3928.055,14.460,,,,,,,,,,
50,2,436,943.867,9.365,,,,,,,,,,
50,3,3667,4554.918,69.472,,,,,,,,,,
50,4,1980,2476.960,1.775,,,,,,,,,,
40,0,1048989,5289668,3189033,295853,4560527,1555494,6,186663.0,238238368,,534667,52644.21,48667.46
40,1,1014,1232.371,2.451,,,,,,,,,,
40,2,527,967.660,3.924,2,42.913,27.121,,,,,8,0.382,0.000
40,3,7131,7937.012,112.961,,,,,,,,,,
40,4,3768,4652.589,18.740,,,,,,,,,,
30,0,1048810,3224715,88970195,141575,2489459,286264.4,3,118010.2,461801010,,532723,40894.33,30287.44
30,1,547,638.784,1.993,,,,,,,,,,
30,2,226,517.651,2.662,,,,,,,,,,
30,3,2604,3560.238,7.182,,,,,,,,,,
30,4,2435,3020.435,9.603,5,86.777,33.472,,,,,24,0.821,0.000
20,0,1048843,3637898,18051798,175558,2882481,254851.2,7,196748.9,118114492,,535489,58132.42,57879.42
20,1,1429,1763.944,1.951,,,,,,,,,,
20,2,401,767.395,3.243,,,,,,,,,,
20,3,1893,2563.959,2.729,3,58.887,26.370,,,,,8,0.342,0.000
20,4,711,908.438,2.500,,,,,,,,,,
10,0,1048744,3362650,2158762,156516,2589102,280656.9,1,30645.08,0.000,,536474,63468.60,84664.94
10,1,1896,2297.942,2.032,,,,,,,,,,
10,2,692,1115.278,3.237,,,,,,,,,,
10,3,3439,4350.194,6.337,,,,,,,,,,
10,4,1990,2535.955,2.699,1,17.563,0.000,,,,,9,4.110,1.504
5,0,1048910,3122049,924137.0,139601,2318852,287113.1,1,27073.34,0.000,,538508,79744.23,102929.1
5,1,2808,3396.059,3.104,,,,,,,,,,
5,2,726,1236.492,6.485,,,,,,,,,,
5,3,3764,4997.509,21.501,,,,,,,,,,
5,4,1852,2391.244,2.276,,,,,,,,,,
