RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.49,0.10,0:03.60,0,100590,0,0
90,3.55,0.86,0:04.41,42992,109727,64399,46711
80,3.52,1.02,0:04.55,50332,114711,72606,55066
70,3.52,1.24,0:04.76,59379,129780,83070,65293
60,3.48,1.29,0:04.78,63685,109789,73483,70112
50,3.59,1.44,0:05.04,72360,168749,109790,85225
40,3.85,4.20,0:08.28,156813,1122845,652721,457583
30,3.78,6.01,0:10.19,263147,1119326,709206,777395
20,3.90,5.85,0:10.15,259781,1122714,709241,778454
10,3.89,6.23,0:10.56,260981,1253609,743910,864127
5,4.08,7.51,0:12.23,314938,1586505,819831,1236480
