RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,99561,74288.83,672.160,,,,,,,6155.959
100,1,1409,2292.703,245.930,,,,,,,977.801
100,2,90,197.362,0.142,,,,,,,
100,3,692,738.475,2.535,,,,,,,
100,4,561,664.269,1.247,,,,,,,
90,0,120636,163897.3,103512.4,148,2918.707,102.984,2,81588.05,276413749,27702.07
90,1,27072,112146.7,11125.41,32,386.110,1.936,1,50275.31,0.000,25318.92
90,2,260,473.271,3.794,,,,,,,
90,3,1528,1753.244,0.934,,,,,,,
90,4,937,1093.068,2.035,,,,,,,
80,0,129399,173747.3,80834.11,52,721.409,45.853,4,149975.9,204734560,31561.21
80,1,36299,129791.1,15731.52,644,9729.052,63.429,1,47548.04,0.000,27376.04
80,2,462,659.555,1.742,,,,,,,
80,3,1955,2643.205,1.909,,,,,,,
80,4,1317,1651.062,1.760,,,,,,,
70,0,130324,179845.7,101583.6,79,1098.080,43.021,5,162014.9,146585442,34854.26
70,1,35386,124572.0,21542.70,19,295.314,75.900,,,,30390.07
70,2,384,511.302,1.901,,,,,,,
70,3,1883,2471.693,1.675,,,,,,,
70,4,905,1207.144,2.112,,,,,,,
60,0,130475,185505.8,71194.25,70,1019.954,46.861,6,137085.7,29411669,35232.37
60,1,38179,129801.3,31921.93,43,935.613,132.628,,,,31907.58
60,2,1105,1810.164,4.989,16,208.952,14.869,,,,
60,3,1934,2545.953,1.723,,,,,,,
60,4,1412,1812.934,2.384,,,,,,,
50,0,143307,220745.9,107634.3,1421,19821.50,45.801,6,118318.3,33442287,37661.59
50,1,79302,203780.8,194697.2,3668,49085.15,778.269,,,,37166.66
50,2,952,1238.554,0.763,,,,,,,
50,3,2012,2464.503,1.322,,,,,,,
50,4,1682,2236.441,3.262,9,138.280,45.437,,,,
40,0,637341,688275.4,1979539,733,15055.92,111.313,6,173622.5,224076328,189057.2
40,1,502540,607865.8,1665441,736,13868.49,94.317,2,83418.36,354999488,177122.0
40,2,427,702.203,2.556,,,,,,,
40,3,1463,1893.435,1.667,,,,,,,
40,4,1176,1519.724,1.398,,,,,,,
30,0,746349,1215521,35368810,312,7158.765,125.788,7,133445.3,80514538,356052.5
30,1,611018,1076498,3493110,134,3450.019,129.414,2,45572.77,14584719,334624.1
30,2,315,953.564,12.605,33,379.779,0.699,,,,
30,3,3943,4902.724,54.036,16,218.951,32.245,,,,
30,4,2777,3633.346,2.994,,,,,,,
20,0,752219,1245848,13410330,146,2227.147,67.325,11,168516.5,13010249,359725.8
20,1,630083,1100155,2937350,90,2255.454,114.094,4,68637.27,7002432,342924.9
20,2,594,1002.423,3.725,,,,,,,
20,3,2822,3974.706,5.504,16,214.093,13.703,,,,
20,4,1607,2056.231,1.774,,,,,,,
10,0,754556,1279014,44543684,815,12517.50,65.706,8,160763.8,7058120,362374.0
10,1,631298,1109649,3917306,748,10475.44,92.165,3,65607.72,19492776,343362.4
10,2,320,829.999,8.825,16,197.502,5.351,,,,
10,3,539,768.928,3.404,8,99.665,3.270,,,,
10,4,4008,4180.260,29.805,,,,,,,
5,0,759346,1399713,6758844,1027,16816.31,115.396,9,122274.0,1877312,434128.2
5,1,638927,1369198,3466601,2214,38481.59,733.613,2,28896.30,4385854,406109.1
5,2,658,938.854,1.664,,,,,,,
5,3,3194,4242.197,9.819,,,,,,,
5,4,1359,1780.252,2.712,,,,,,,
