RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.45,0.11,0:03.56,0,100590,0,0
90,3.49,0.55,0:04.05,38277,103891,51637,41450
80,3.49,0.68,0:04.18,50085,102623,68972,54315
70,3.46,0.95,0:04.42,74251,123366,90212,80169
60,3.55,0.84,0:04.39,73063,112151,81316,78613
50,3.54,1.13,0:04.69,91989,153638,111985,107501
40,3.52,3.43,0:07.53,163845,974513,594685,532856
30,3.70,4.43,0:08.83,252360,1130379,709294,773961
20,3.48,4.66,0:08.86,261082,1121657,709379,778862
10,3.81,4.58,0:09.13,266254,1177678,730841,819210
5,4.06,5.59,0:10.62,328591,1560791,813829,1236425
