RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.87,0.11,0:03.99,0,104760,0,0
90,3.86,0.35,0:04.22,8371,132920,37244,22695
80,3.81,0.43,0:04.25,6942,165628,74168,54390
70,3.72,0.44,0:04.17,4684,175634,74426,69521
60,3.74,0.43,0:04.17,3356,177073,74598,77866
50,3.74,0.52,0:04.27,6042,195579,85908,81351
40,4.10,1.36,0:05.47,33668,589749,294993,189855
30,4.35,2.26,0:06.61,17543,1289122,667951,709832
20,4.39,2.38,0:06.77,33675,1305743,688878,742168
10,4.64,4.16,0:08.81,39931,2624354,1277392,1323874
5,4.69,4.19,0:08.89,36684,2628266,1282122,1612600
