RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.89,0.11,0:04.01,0,104760,0,0
90,3.92,0.34,0:04.26,8308,133072,37363,22683
80,3.84,0.50,0:04.34,7724,168297,74186,55449
70,3.77,0.48,0:04.25,4543,175778,74440,70498
60,3.66,0.49,0:04.15,3352,177077,74610,77879
50,3.74,0.52,0:04.27,5310,194017,84672,80554
40,3.99,1.07,0:05.07,27142,395577,191234,181259
30,4.31,2.27,0:06.59,16949,1287647,665962,709411
20,4.37,2.39,0:06.77,33317,1306185,688922,742043
10,4.61,4.19,0:08.80,39572,2624231,1277497,1321178
5,4.81,4.08,0:08.89,36685,2628279,1282123,1612582
