RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,786618,801151.1,288276.3,16803,120630.2,534.034,,,,52634.00,262154,10344.01,1321.927,786618,123972.2,7529.735
100,1,1585,2188.418,1.782,,,,,,,,,,,1585,56.784,0.000
100,2,1039,1755.155,3.714,,,,,,,,,,,1039,59.768,0.275
100,3,1243,1645.150,2.189,,,,,,,,,,,1243,44.349,0.000
100,4,820,1138.730,3.690,,,,,,,,,,,820,28.281,0.000
90,0,786622,891167.4,5241013,7,54.218,2.044,11,59746.12,2596730,225486.2,262157,9348.959,139.603,786622,298106.8,4914645
90,1,1696,2564.271,2.497,,,,,,,,,,,1696,60.549,0.000
90,2,1503,3650.357,46.317,,,,,,,,,,,1503,76.452,0.036
90,3,1629,2116.312,1.920,,,,,,,,,,,1629,57.323,0.000
90,4,1412,1899.977,1.901,,,,,,,,,,,1412,49.047,0.000
80,0,786599,906596.5,2074903,7,47.366,1.847,12,67730.70,757257.3,229409.5,262155,9813.683,10598.89,786599,300418.3,1924654
80,1,1041,1596.067,6.143,16,156.759,36.377,,,,,16,0.672,0.000,1041,38.656,0.000
80,2,1238,2389.811,7.528,,,,,,,,,,,1238,85.336,0.427
80,3,1435,1946.680,1.920,,,,,,,,,,,1435,51.323,0.000
80,4,831,1400.742,6.284,34,258.073,19.331,,,,,34,1.216,0.000,831,29.234,0.000
70,0,786775,928767.5,4047259,12,90.812,1.818,8,41010.68,1106913,237362.8,262159,9608.530,265.727,786775,309783.0,3781208
70,1,745,1026.618,1.870,,,,,,,,,,,745,31.978,0.000
70,2,3416,5593.140,51.230,,,,,,,,,,,3416,168.830,0.335
70,3,1208,1708.466,2.583,,,,,,,,,,,1208,41.139,0.000
70,4,1920,2526.584,2.296,,,,,,,,,,,1920,66.141,0.000
60,0,995197,1201190,1401189,21,190.149,15.885,22,147515.3,5870491,354756.8,470855,15493.97,1287.181,995197,445770.2,445238.0
60,1,1352,1967.656,3.977,,,,,,,,,,,1352,85.366,0.449
60,2,874,1657.270,15.343,,,,,,,,,,,874,36.942,0.004
60,3,3867,4561.441,44.155,,,,,,,,,,,3867,193.557,1.053
60,4,2193,3182.391,22.404,,,,,,,,,,,2193,82.630,0.002
50,0,1048651,1271675,2138931,67,482.421,2.896,24,155810.2,2798868,383868.1,524311,16890.40,1490.471,1048651,482146.1,1475943
50,1,1729,2365.283,1.822,,,,,,,,,,,1729,82.169,0.164
50,2,1116,2257.442,5.684,,,,,,,,,,,1116,54.209,0.015
50,3,1742,2440.799,2.226,,,,,,,,,,,1742,81.453,0.142
50,4,1428,2194.092,3.578,32,215.069,7.748,,,,,32,1.079,0.000,1428,51.703,0.000
40,0,1048916,1298017,1299282,17,117.718,1.088,12,60597.29,1444189,389709.1,524314,16858.29,2636.614,1048916,486147.4,1000909
40,1,1531,1995.965,1.416,,,,,,,,,,,1531,55.055,0.000
40,2,1134,2693.248,16.271,,,,,,,,,,,1134,47.607,0.009
40,3,1218,1599.209,0.802,,,,,,,,,,,1218,44.131,0.000
40,4,1111,1553.371,2.415,,,,,,,,,,,1111,42.156,0.000
30,0,1048838,1309473,1677451,17,125.789,5.091,4,20917.07,616032.3,397671.7,524314,16917.70,2725.598,1048838,494556.4,1338860
30,1,1194,1721.163,2.457,16,105.714,5.277,,,,,16,0.545,0.000,1194,43.648,0.000
30,2,877,1560.775,5.740,,,,,,,,,,,877,33.440,0.004
30,3,583,765.144,1.726,,,,,,,,,,,583,21.329,0.000
30,4,475,605.725,1.252,,,,,,,,,,,475,18.263,0.000
20,0,1048915,1316433,3075371,18,140.120,13.007,2,11673.07,1963299,394093.0,524311,16546.52,718.184,1048915,490971.6,2394998
20,1,1226,1691.004,1.745,16,110.080,5.071,,,,,16,0.552,0.000,1226,45.226,0.000
20,2,1103,2410.227,7.333,,,,,,,,,,,1103,57.165,0.017
20,3,1080,1484.035,1.947,,,,,,,,,,,1080,55.208,0.217
20,4,732,1033.111,2.061,,,,,,,,,,,732,30.311,0.000
10,0,1048810,1311010,32524212,26,169.353,1.134,,,,389287.8,524322,16448.23,1967.378,1048810,485458.3,21689134
10,1,202,250.799,1.792,,,,,,,,,,,202,7.094,0.000
10,2,3880,6204.651,87.948,,,,,,,,,,,3880,193.733,0.589
10,3,1356,1873.148,3.046,,,,,,,,,,,1356,48.992,0.000
10,4,2431,3435.373,7.805,,,,,,,,,,,2431,103.025,0.327
5,0,1048801,1301478,1191696,47,317.116,6.150,,,,385276.7,524343,16144.60,1494.695,1048801,480979.8,833077.2
5,1,1195,1576.546,1.675,,,,,,,,,,,1195,43.724,0.000
5,2,752,1317.233,6.129,8,55.708,3.416,,,,,8,0.249,0.000,752,29.185,0.005
5,3,761,1004.220,1.105,,,,,,,,,,,761,27.796,0.000
5,4,649,872.088,1.570,,,,,,,,,,,649,23.907,0.000
