RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,786917,16853
90,786934,60
80,786951,65
70,786936,58
60,995628,69
50,1049098,123
40,1049105,73
30,1049102,71
20,1049102,72
10,1049097,70
5,1049098,71
