RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.19,1.01,0:08.21,101,678882,8292,2715
90,7.23,1.12,0:08.36,1885,687513,259176,60182
80,7.29,1.20,0:08.50,2172,690069,561719,64760
70,7.30,1.37,0:08.68,5534,693563,845220,113993
60,7.37,1.70,0:09.08,28922,711752,1146843,196041
50,7.50,2.64,0:10.15,74571,778479,1686328,747136
40,7.82,3.15,0:10.99,83245,905560,2055772,1376215
30,7.56,4.24,0:11.85,165411,1000613,2528750,2157964
20,7.73,4.91,0:12.75,171432,1070083,2941614,2671244
