RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,679260,83
90,689767,1549
80,700244,2104
70,715293,7070
60,779412,50902
50,900482,77496
40,1037112,124426
30,1178737,185467
20,1269399,230135
10,1379078,292566
5,1453696,314510
