RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.47,0.91,0:06.39,19,678045,716,529
90,5.55,0.90,0:06.46,32,689366,38341,11605
80,5.65,0.84,0:06.50,26,689375,82760,11345
70,5.75,0.95,0:06.71,67,700434,157223,24691
60,5.70,1.42,0:07.13,21898,741310,244787,82956
50,5.76,1.59,0:07.38,11776,833297,345023,164271
40,5.92,1.82,0:07.79,12063,973381,442680,301639
30,6.10,2.18,0:08.40,22542,1140879,560476,499036
20,5.99,2.28,0:08.47,2403,1224083,652436,584073
10,6.15,2.64,0:08.95,4672,1370993,713205,740274
5,6.90,2.81,0:09.84,5194,1444698,771051,811257
