RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.75,0.10,0:02.11,0,100521,0,0
90,3.88,0.62,0:02.46,35866,106313,49276,40503
80,3.97,0.72,0:02.55,49690,102887,68837,53894
70,3.92,0.84,0:02.61,58915,111436,75163,66307
60,3.98,0.82,0:02.63,65755,104706,73581,71358
50,4.29,1.15,0:02.95,89759,156391,112118,106975
40,4.80,3.82,0:04.84,175184,896641,544207,488103
30,4.92,5.04,0:05.72,240078,1070360,671224,742480
20,4.54,5.53,0:05.89,265282,1115652,708270,792115
10,4.93,5.23,0:05.96,270987,1111781,709699,798726
5,5.27,5.50,0:06.30,273171,1129309,720512,805222
