RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.76,0.11,0:02.13,0,100521,0,0
90,3.96,0.40,0:02.42,177,147197,50932,45080
80,3.90,0.54,0:02.49,855,165132,68874,53732
70,3.94,0.47,0:02.52,85,165427,70594,62616
60,4.00,0.44,0:02.52,108,168556,70779,68593
50,4.22,0.51,0:02.66,6569,229163,105692,80109
40,4.78,1.75,0:03.57,2055,1143303,567233,272232
30,4.71,2.51,0:04.07,858,1355828,693635,742527
20,4.66,2.54,0:04.07,194,1380913,707707,772044
10,4.81,2.47,0:04.13,196,1383350,709655,776715
5,5.61,2.39,0:04.53,2033,1390863,715894,779036
